goodbooks_id,isbn13,title,authors,year,language,average_rating,ratings_count,image_url,genre
141,9780804139020,The Martian,Andy Weir,2012,eng,4.39,423344,https://images.gr-assets.com/books/1413706054m/18007564.jpg,Science Fiction
170,9780552151700,Digital Fortress,Dan Brown,1998,en-GB,3.6,423019,https://images.gr-assets.com/books/1360095966m/11125.jpg,Fiction
197,9780441008540,"Dead Until Dark (Sookie Stackhouse, #1)",Charlaine Harris,2001,en-US,3.96,420764,https://images.gr-assets.com/books/1468560853m/301082.jpg,Fantasy
174,9780964729230,The Shack,William Paul Young,2007,eng,3.74,419539,https://images.gr-assets.com/books/1344270232m/1812457.jpg,Fiction
200,9780312330870,And Then There Were None,Agatha Christie,1939,eng,4.23,408983,https://images.gr-assets.com/books/1391120695m/16299.jpg,Mystery & Thriller
156,9780312321180,"Something Borrowed (Darcy & Rachel, #1)",Emily Giffin,2004,eng,3.83,403601,https://images.gr-assets.com/books/1305063535m/42156.jpg,Romance
178,9780061148510,The Bell Jar,Sylvia Plath,1963,en-US,3.98,401605,https://images.gr-assets.com/books/1473890514m/6514.jpg,Classics
192,9780756404080,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,2007,eng,4.55,400101,https://images.gr-assets.com/books/1472068073m/186074.jpg,Fantasy
191,9780930289230,Watchmen,"Alan Moore, Dave Gibbons, John Higgins",1987,en-US,4.35,398018,https://images.gr-assets.com/books/1442239711m/472331.jpg,Comics & Graphic Novels
175,9780739380340,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,2009,eng,4.5,397500,https://images.gr-assets.com/books/1327924597m/4502507.jpg,Fantasy
146,9780316055440,The Goldfinch,Donna Tartt,2013,eng,3.87,396756,https://images.gr-assets.com/books/1451554970m/17333223.jpg,Fiction
224,9780385738930,"Fallen (Fallen, #1)",Lauren Kate,2009,en-US,3.74,395296,https://images.gr-assets.com/books/1440619649m/6487308.jpg,Young Adult
204,9781561797460,A Christmas Carol,Charles Dickens,1843,eng,4.02,394540,https://images.gr-assets.com/books/1406512317m/5326.jpg,Classics
195,9780385340990,The Guernsey Literary and Potato Peel Pie Society,"Mary Ann Shaffer, Annie Barrows",2008,eng,4.12,393626,https://images.gr-assets.com/books/1351979318m/2728527.jpg,History
179,9780007205230,"Angela's Ashes (Frank McCourt, #1)",Frank McCourt,1996,eng,4.07,392103,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Non-fiction
207,9780312362090,"One for the Money (Stephanie Plum, #1)",Janet Evanovich,1994,en-US,4.03,391007,https://images.gr-assets.com/books/1316730230m/6853.jpg,Mystery & Thriller
189,9780618640160,"The Lord of the Rings (The Lord of the Rings, #1-3)",J.R.R. Tolkien,1955,eng,4.47,389054,https://images.gr-assets.com/books/1411114164m/33.jpg,Fantasy
96,9780345803500,"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,2012,eng,3.88,387290,https://images.gr-assets.com/books/1336418837m/13536860.jpg,Fiction
223,9780786817870,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,2001,eng,3.82,386923,https://images.gr-assets.com/books/1327945104m/249747.jpg,Fantasy
181,9780679745590,In Cold Blood,Truman Capote,1965,eng,4.05,381652,https://images.gr-assets.com/books/1424931136m/168642.jpg,Non-fiction
186,9780743227440,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,2001,eng,4.04,381080,https://images.gr-assets.com/books/1355932638m/37470.jpg,History
177,9780143058140,Crime and Punishment,"Fyodor Dostoyevsky, David McDuff",1866,eng,4.18,380903,https://images.gr-assets.com/books/1382846449m/7144.jpg,Fiction
190,9780307592740,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,2012,eng,3.96,379872,https://images.gr-assets.com/books/1453189881m/12262741.jpg,Non-fiction
167,9780747263750,"American Gods (American Gods, #1)",Neil Gaiman,2001,eng,4.11,378019,https://images.gr-assets.com/books/1258417001m/4407.jpg,Fantasy
208,9781400052170,The Immortal Life of Henrietta Lacks,Rebecca Skloot,2010,eng,4.04,377249,https://images.gr-assets.com/books/1327878144m/6493208.jpg,Non-fiction
198,9780671727800,The Color Purple,Alice Walker,1982,eng,4.17,376766,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction
219,9780066238500,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)","C.S. Lewis, Pauline Baynes",1956,eng,4.24,376385,https://images.gr-assets.com/books/1449868701m/11127.jpg,Fantasy
205,9780345476880,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,1976,eng,3.97,372566,https://images.gr-assets.com/books/1380631642m/43763.jpg,Fantasy
180,9780553208850,Siddhartha,"Hermann Hesse, Hilda Rosner",1922,eng,3.99,372099,https://images.gr-assets.com/books/1428715580m/52036.jpg,Classics
201,9780385504220,"The Lost Symbol (Robert Langdon, #3)",Dan Brown,2009,eng,3.66,369428,https://images.gr-assets.com/books/1358274396m/6411961.jpg,Fiction
199,9780739461200,Marley and Me: Life and Love With the World's Worst Dog,John Grogan,2005,eng,4.12,367304,https://images.gr-assets.com/books/1308858322m/12691.jpg,Non-fiction
230,9780192802640,Persuasion,"Jane Austen, James Kinsley, Deidre Shauna Lynch",1817,eng,4.13,365425,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
196,9780393327340,Fight Club,Chuck Palahniuk,1996,eng,4.2,365349,https://images.gr-assets.com/books/1357128997m/5759.jpg,Fiction
213,9780553213690,The Metamorphosis,"Franz Kafka, Stanley Corngold",1915,eng,3.78,364933,https://images.gr-assets.com/books/1359061917m/485894.jpg,Classics
234,9780141310890,Speak,Laurie Halse Anderson,1999,eng,4.0,360156,https://images.gr-assets.com/books/1310121762m/439288.jpg,Young Adult
246,9780312360270,"Marked (House of Night, #1)","P.C. Cast, Kristin Cast",2007,en-US,3.79,360044,https://images.gr-assets.com/books/1317067002m/30183.jpg,Young Adult
194,9780142437250,"Moby-Dick or, The Whale","Herman Melville, Andrew Delbanco, Tom Quirk",1851,eng,3.46,358050,https://images.gr-assets.com/books/1327940656m/153747.jpg,Classics
237,9781416524300,Carrie,Stephen King,1974,eng,3.93,356814,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Horror
254,9780545123270,"Shiver (The Wolves of Mercy Falls, #1)",Maggie Stiefvater,2009,eng,3.78,356625,https://images.gr-assets.com/books/1409283154m/6068551.jpg,Young Adult
193,9780316017920,Outliers: The Story of Success,Malcolm Gladwell,2008,en-US,4.11,353011,https://images.gr-assets.com/books/1344266315m/3228917.jpg,Non-fiction
209,9780099446780,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas Harris,1988,eng,4.14,351107,https://images.gr-assets.com/books/1390426249m/23807.jpg,Horror
211,9780316010660,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,2005,en-US,3.89,348196,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Non-fiction
212,9780385721790,Atonement,Ian McEwan,2001,eng,3.88,347006,https://images.gr-assets.com/books/1320449708m/6867.jpg,History
309,9781442403540,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,2011,en-US,4.16,341826,https://images.gr-assets.com/books/1369452302m/6752378.jpg,Fantasy
229,9780451527740,Alice's Adventures in Wonderland & Through the Looking-Glass,"Lewis Carroll, John Tenniel, Martin Gardner",1865,eng,4.06,340920,https://images.gr-assets.com/books/1327872220m/24213.jpg,Classics
263,9780590920680,Ella Enchanted,Gail Carson Levine,1997,eng,3.97,339117,https://images.gr-assets.com/books/1410727190m/24337.jpg,Fantasy
245,9780439366780,Bridge to Terabithia,Katherine Paterson,1977,eng,3.98,337644,https://images.gr-assets.com/books/1327880087m/2839.jpg,Young Adult
243,9780450417400,Misery,Stephen King,1987,en-GB,4.11,334647,https://images.gr-assets.com/books/1270545451m/10614.jpg,Horror
248,9780743477540,A Midsummer Night's Dream,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",1595,eng,3.94,334241,https://images.gr-assets.com/books/1327874534m/1622.jpg,Classics
241,9780440227530,Number the Stars,Lois Lowry,1989,eng,4.11,333638,https://images.gr-assets.com/books/1370917812m/47281.jpg,Fiction
226,9780307341560,Dark Places,Gillian Flynn,2009,eng,3.92,333452,https://images.gr-assets.com/books/1354988288m/5886881.jpg,Mystery & Thriller
232,9780452284690,"The Gunslinger (The Dark Tower, #1)",Stephen King,1982,en-US,3.99,332494,https://images.gr-assets.com/books/1375776480m/43615.jpg,Fantasy
216,9781554681720,The Art of Racing in the Rain,Garth Stein,2006,eng,4.19,327409,https://images.gr-assets.com/books/1377206302m/3153910.jpg,Fiction
222,9780752864330,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,1980,eng,3.98,327122,https://images.gr-assets.com/books/1335860740m/7869.jpg,Fiction
228,9780312291630,"The Nanny Diaries (Nanny, #1)","Emma McLaughlin, Nicola Kraus",2002,eng,3.4,323762,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction
131,9780142000660,The Grapes of Wrath,John Steinbeck,1939,eng,3.92,322321,https://images.gr-assets.com/books/1352912927m/4395.jpg,Classics
227,9780385339090,The Client,John Grisham,1993,eng,3.97,320083,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction
282,9780061139380,Coraline,Neil Gaiman,2002,eng,4.03,316379,https://images.gr-assets.com/books/1493497435m/17061.jpg,Fantasy
247,9780743269510,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,1989,en-US,4.05,314700,https://images.gr-assets.com/books/1421842784m/36072.jpg,Non-fiction
251,9780394800010,The Cat in the Hat,Dr. Seuss,1957,eng,4.15,314016,https://images.gr-assets.com/books/1468890477m/233093.jpg,Children
271,9780156030300,Flowers for Algernon,Daniel Keyes,1966,en-US,4.07,313044,https://images.gr-assets.com/books/1367141311m/18373.jpg,Fiction
239,9780307346600,World War Z: An Oral History of the Zombie War,Max Brooks,2006,en-US,4.01,312969,https://images.gr-assets.com/books/1386328204m/8908.jpg,Horror
275,9780525476890,An Abundance of Katherines,John Green,2006,eng,3.63,312754,https://images.gr-assets.com/books/1360206426m/49750.jpg,Young Adult
231,9780312370830,Sarah's Key,Tatiana de Rosnay,2007,eng,4.14,312444,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,History
221,9781558743660,"A Child Called ""It"" (Dave Pelzer #1)",Dave Pelzer,1995,eng,4.08,311543,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Non-fiction
242,9780446692630,"Along Came a Spider (Alex Cross, #1)",James Patterson,1993,eng,4.08,311499,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mystery & Thriller
217,9780739303400,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America","Erik Larson, Tony Goldwyn",2003,eng,3.98,309385,https://images.gr-assets.com/books/1312066724m/21996.jpg,Non-fiction
351,9781416975880,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,2011,eng,4.46,307994,https://images.gr-assets.com/books/1460477747m/10025305.jpg,Fantasy
292,9780061125270,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)","C.S. Lewis, Pauline Baynes",1951,eng,4.08,306492,https://images.gr-assets.com/books/1343185059m/140225.jpg,Classics
262,9780399167060,Big Little Lies,Liane Moriarty,2014,eng,4.2,306186,https://images.gr-assets.com/books/1492239430m/19486412.jpg,Mystery & Thriller
259,9780385738750,"The Scorch Trials (Maze Runner, #2)",James Dashner,2010,eng,3.93,305643,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult
312,9780060530920,The Graveyard Book,"Neil Gaiman, Dave McKean",2008,en-US,4.12,302303,https://images.gr-assets.com/books/1303859949m/2213661.jpg,Fantasy
319,9781442416860,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,2012,eng,4.3,300553,https://images.gr-assets.com/books/1460477703m/8755776.jpg,Fantasy
327,9780399256750,"Legend (Legend, #1)",Marie Lu,2011,eng,4.19,299998,https://images.gr-assets.com/books/1501368160m/9275658.jpg,Young Adult
294,9781423140600,"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,2011,eng,4.44,299980,https://images.gr-assets.com/books/1464201114m/9520360.jpg,Fantasy
283,9780060853980,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Terry Pratchett, Neil Gaiman",1990,en-US,4.25,298304,https://images.gr-assets.com/books/1392528568m/12067.jpg,Fantasy
278,9780060513060,A Light in the Attic,Shel Silverstein,1981,eng,4.34,297861,https://images.gr-assets.com/books/1427169918m/30118.jpg,Poetry & Drama
253,9780316206850,"The Cuckoo's Calling (Cormoran Strike, #1)","Robert Galbraith, J.K. Rowling",2013,en-US,3.83,297712,https://images.gr-assets.com/books/1358716559m/16160797.jpg,Mystery & Thriller
172,9780345803920,Anna Karenina,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",1877,eng,4.02,297472,https://images.gr-assets.com/books/1352422904m/15823480.jpg,Classics
296,9780241003010,The Very Hungry Caterpillar Board Book,Eric Carle,1969,eng,4.29,296952,https://images.gr-assets.com/books/1327878225m/4948.jpg,Children
249,9780618711660,Extremely Loud and Incredibly Close,Jonathan Safran Foer,2005,en-US,3.97,294726,https://images.gr-assets.com/books/1327879967m/4588.jpg,Fiction
268,9781400078780,Never Let Me Go,Kazuo Ishiguro,2005,eng,3.8,294123,https://images.gr-assets.com/books/1353048590m/6334.jpg,Fiction
238,9780312422270,Running with Scissors,Augusten Burroughs,2002,en-US,3.7,293878,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Biography & Memoir
277,9780062255660,The Ocean at the End of the Lane,Neil Gaiman,2013,eng,3.99,293844,https://images.gr-assets.com/books/1497098563m/15783514.jpg,Fiction
176,9780451169520,It,Stephen King,1986,en-US,4.18,292592,https://images.gr-assets.com/books/1309376909m/18342.jpg,Horror
289,9780380395870,"Watership Down (Watership Down, #1)",Richard Adams,1972,eng,4.05,292426,https://images.gr-assets.com/books/1405136931m/76620.jpg,Classics
220,9780316043140,Twilight: The Complete Illustrated Movie Companion,Mark Cotta Vaz,0,en-US,4.23,291411,https://images.gr-assets.com/books/1352539022m/3609760.jpg,Horror
236,9780385494790,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,1997,en-US,4.11,291258,https://images.gr-assets.com/books/1463384482m/1898.jpg,Non-fiction
290,9780307886260,Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling,2011,eng,3.84,290674,https://images.gr-assets.com/books/1443264638m/10335308.jpg,Non-fiction
281,9780385339700,The Pelican Brief,John Grisham,1992,eng,3.95,288376,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mystery & Thriller
240,9780385537860,"Inferno (Robert Langdon, #4)",Dan Brown,2013,eng,3.8,287533,https://images.gr-assets.com/books/1397093185m/17212231.jpg,Fiction
300,9780385751060,The Boy in the Striped Pajamas,John Boyne,2006,eng,4.1,285692,https://images.gr-assets.com/books/1366228171m/39999.jpg,History
314,9780439709100,"Inkheart (Inkworld, #1)","Cornelia Funke, Anthea Bell",2003,en-US,3.86,285011,https://images.gr-assets.com/books/1328866790m/28194.jpg,Young Adult
264,9780743297330,The Sun Also Rises,Ernest Hemingway,1926,en-US,3.83,284988,https://images.gr-assets.com/books/1331828228m/3876.jpg,Classics
399,9780747599880,The Tales of Beedle the Bard,J.K. Rowling,2007,en-US,4.06,284833,https://images.gr-assets.com/books/1373467575m/3950967.jpg,Fantasy
233,9781400034680,Love in the Time of Cholera,"Gabriel García Márquez, Edith Grossman",1985,eng,3.89,283806,https://images.gr-assets.com/books/1327124987m/9712.jpg,History
256,9780143038250,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,"Greg Mortenson, David Oliver Relin",2006,en-US,3.64,283516,https://images.gr-assets.com/books/1395407074m/49436.jpg,Non-fiction
255,9780452011880,Atlas Shrugged,"Ayn Rand, Leonard Peikoff",1957,eng,3.68,283295,https://images.gr-assets.com/books/1405868167m/662.jpg,Fiction
260,9780671723650,How to Win Friends and Influence People,Dale Carnegie,1936,eng,4.13,282623,https://images.gr-assets.com/books/1442726934m/4865.jpg,Non-fiction
355,9780152063960,"Graceling (Graceling Realm, #1)",Kristin Cashore,2008,en-CA,4.1,281185,https://images.gr-assets.com/books/1331548394m/3236307.jpg,Fantasy
273,9780812968060,Snow Flower and the Secret Fan,Lisa See,2005,eng,4.05,280475,https://images.gr-assets.com/books/1327880508m/1103.jpg,History
276,9780553803720,Foundation (Foundation #1),Isaac Asimov,1951,eng,4.13,279688,https://images.gr-assets.com/books/1417900846m/29579.jpg,Science Fiction
261,9780767900390,Under the Tuscan Sun,Frances Mayes,1996,eng,3.72,279264,https://images.gr-assets.com/books/1320524083m/480479.jpg,Non-fiction
308,9780440241900,Can You Keep a Secret?,Sophie Kinsella,2003,en-US,3.83,278747,https://images.gr-assets.com/books/1330464293m/33724.jpg,Romance
298,9780451528550,The Time Machine,"H.G. Wells, Greg Bear, Carlo Pagetti",1895,eng,3.87,276076,https://images.gr-assets.com/books/1327942880m/2493.jpg,Classics
356,9780439206470,"The Bad Beginning (A Series of Unfortunate Events, #1)","Lemony Snicket, Brett Helquist",1999,eng,3.89,275670,https://images.gr-assets.com/books/1490085391m/78411.jpg,Fiction
393,9781599906960,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,2012,eng,4.24,274987,https://images.gr-assets.com/books/1495278054m/7896527.jpg,Young Adult
266,9780446677390,"Kiss the Girls (Alex Cross, #2)",James Patterson,1995,eng,3.93,274639,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mystery & Thriller
163,9781423113390,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,2010,eng,4.35,271576,https://images.gr-assets.com/books/1464201003m/7736182.jpg,Fantasy
317,9780553279380,I Know Why the Caged Bird Sings,Maya Angelou,1969,en-US,4.19,270859,https://images.gr-assets.com/books/1327957927m/13214.jpg,Non-fiction
279,9780751565360,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)","John Tiffany, Jack Thorne, J.K. Rowling",2016,eng,3.75,270603,https://images.gr-assets.com/books/1470082995m/29056083.jpg,Fantasy
335,9780375814240,James and the Giant Peach,"Roald Dahl, Quentin Blake",1961,eng,3.99,270402,https://images.gr-assets.com/books/1320412586m/6689.jpg,Children
288,9780425172900,"The Hunt for Red October (Jack Ryan Universe, #4)",Tom Clancy,1984,eng,4.01,270318,https://images.gr-assets.com/books/1281995542m/19691.jpg,Fiction
321,9780375806810,Where the Red Fern Grows,Wilson Rawls,1961,eng,4.04,268548,https://images.gr-assets.com/books/1166154337m/10365.jpg,Classics
332,9780060764910,"The Magician's Nephew (Chronicles of Narnia, #6)",C.S. Lewis,1953,eng,4.01,268355,https://images.gr-assets.com/books/1308814770m/65605.jpg,Children
322,9780060557810,Neverwhere,Neil Gaiman,1996,eng,4.18,268318,https://images.gr-assets.com/books/1348747943m/14497.jpg,Fantasy
293,9780753453800,Treasure Island,Robert Louis Stevenson,1882,eng,3.82,268012,https://images.gr-assets.com/books/1485248909m/295.jpg,Classics
286,9780446579930,The Lucky One,Nicholas Sparks,2008,en-US,4.1,267166,https://images.gr-assets.com/books/1420816338m/3063499.jpg,Romance
394,9781595141970,"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,2008,en-US,4.37,266742,https://images.gr-assets.com/books/1361099049m/2802316.jpg,Young Adult
258,9780143034900,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)","Carlos Ruiz Zafón, Lucia Graves",2001,eng,4.24,263685,https://images.gr-assets.com/books/1344545047m/1232.jpg,Fiction
272,9780552995870,Like Water for Chocolate,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989,en-US,3.94,263199,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction
269,9780786890750,P.S. I Love You,Cecelia Ahern,2003,en-US,4.01,262921,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Romance
330,9780812511820,"The Eye of the World (Wheel of Time, #1)",Robert Jordan,1990,eng,4.18,260184,https://images.gr-assets.com/books/1337818095m/228665.jpg,Fantasy
452,9780399162410,"The 5th Wave (The 5th Wave, #1)",Rick Yancey,2013,eng,4.1,260048,https://images.gr-assets.com/books/1359853842m/16101128.jpg,Young Adult
306,9780671021010,She's Come Undone,Wally Lamb,1992,en-US,3.84,259576,https://images.gr-assets.com/books/1408313457m/5203.jpg,Fiction
363,9780525423270,"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,2010,en-US,4.08,259479,https://images.gr-assets.com/books/1358271931m/6936382.jpg,Young Adult
295,9781451627280,11/22/63,Stephen King,2011,eng,4.29,258464,https://images.gr-assets.com/books/1327876792m/10644930.jpg,Fiction
291,9780375414500,Cutting for Stone,Abraham Verghese,2009,eng,4.28,258319,https://images.gr-assets.com/books/1327931601m/3591262.jpg,Fiction
358,9780679805270,"Oh, The Places You'll Go!",Dr. Seuss,1990,en-US,4.34,257260,https://images.gr-assets.com/books/1421708635m/191139.jpg,Children
280,9780061726840,"Delirium (Delirium, #1)",Lauren Oliver,2011,eng,3.99,256975,https://images.gr-assets.com/books/1327890411m/11614718.jpg,Romance
384,9781595141750,"Frostbite (Vampire Academy, #2)",Richelle Mead,2008,eng,4.3,256745,https://images.gr-assets.com/books/1361098960m/2282133.jpg,Young Adult
274,9780451205770,The Godfather,"Mario Puzo, Robert Thompson, Peter Bart",1969,eng,4.36,256480,https://images.gr-assets.com/books/1394988109m/22034.jpg,Fiction
305,9781416524340,Pet Sematary,Stephen King,1983,eng,3.91,256383,https://images.gr-assets.com/books/1308894674m/10583.jpg,Horror
311,9780380018180,The Thorn Birds,Colleen McCullough,1977,eng,4.22,255651,https://images.gr-assets.com/books/1391416796m/3412.jpg,Fiction
301,9781892295490,Heart of Darkness,Joseph Conrad,1899,eng,3.42,255576,https://images.gr-assets.com/books/1392799983m/4900.jpg,Classics
302,9780446547600,Safe Haven,Nicholas Sparks,2010,eng,4.19,255531,https://images.gr-assets.com/books/1344268800m/7812659.jpg,Romance
392,9780810993140,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Jeff Kinney,2004,en-US,3.96,254852,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Humor
267,9780312577220,The Nightingale,Kristin Hannah,2015,eng,4.54,253606,https://images.gr-assets.com/books/1451446316m/21853621.jpg,History
340,9780061969550,"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,2010,en-US,3.94,253437,https://images.gr-assets.com/books/1305807140m/7747374.jpg,Young Adult
334,9780425263910,"Reflected in You (Crossfire, #2)",Sylvia Day,2012,eng,4.33,252564,https://images.gr-assets.com/books/1477802540m/13596809.jpg,Romance
285,9781476729080,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,2013,eng,4.01,251703,https://images.gr-assets.com/books/1371651741m/16181775.jpg,Fiction
352,9780062268340,Yes Please,Amy Poehler,2014,eng,3.81,251082,https://images.gr-assets.com/books/1402815435m/20910157.jpg,Non-fiction
364,9780007173040,How the Grinch Stole Christmas!,Dr. Seuss,1957,eng,4.36,250602,https://images.gr-assets.com/books/1327958149m/113946.jpg,Children
347,9780007202300,"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,1951,eng,3.96,250221,https://images.gr-assets.com/books/1308814880m/121749.jpg,Classics
316,9780307279460,A Walk in the Woods,Bill Bryson,1997,eng,4.05,250192,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Non-fiction
345,9780375840400,"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,2005,en-US,3.96,250000,https://images.gr-assets.com/books/1387119654m/45978.jpg,Young Adult
357,9780449213940,All Quiet on the Western Front,"Erich Maria Remarque, A.W. Wheen",1929,en-US,3.92,249113,https://images.gr-assets.com/books/1441227765m/355697.jpg,Classics
310,9780743418170,"Good in Bed (Cannie Shapiro, #1)",Jennifer Weiner,2001,en-US,3.7,248804,https://images.gr-assets.com/books/1327936464m/14748.jpg,Fiction
346,9780140621680,"The Wonderful Wizard of Oz (Oz, #1)","L. Frank Baum, W.W. Denslow",1900,eng,3.98,247521,https://images.gr-assets.com/books/1398003737m/236093.jpg,Classics
304,9780060987560,I Know This Much Is True,Wally Lamb,1998,eng,4.17,246917,https://images.gr-assets.com/books/1373532198m/227711.jpg,Fiction
284,9780140042600,On the Road,Jack Kerouac,1955,eng,3.64,246602,https://images.gr-assets.com/books/1413588576m/70401.jpg,Classics
373,9780141311370,The BFG,"Roald Dahl, Quentin Blake",1982,eng,4.22,245855,https://images.gr-assets.com/books/1327872673m/6319.jpg,Children
307,9780756404730,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,2011,eng,4.57,245686,https://images.gr-assets.com/books/1452624392m/1215032.jpg,Fantasy
326,9780316182550,White Oleander,Janet Fitch,1999,eng,3.93,245674,https://images.gr-assets.com/books/1501159524m/32234.jpg,Fiction
287,9780451191150,The Fountainhead,"Ayn Rand, Leonard Peikoff",1943,eng,3.85,244545,https://images.gr-assets.com/books/1491163636m/2122.jpg,Fiction
313,9781451681730,The Light Between Oceans,M.L. Stedman,2012,eng,4.0,243526,https://images.gr-assets.com/books/1336683021m/13158800.jpg,Fiction
387,9780142437340,The Crucible,"Arthur Miller, Christopher Bigsby",1953,eng,3.55,242980,https://images.gr-assets.com/books/1447764813m/17250.jpg,Classics
368,9780679879250,"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,1997,eng,4.1,242503,https://images.gr-assets.com/books/1451271814m/119324.jpg,Fantasy
329,9781401323260,The Last Lecture,"Randy Pausch, Jeffrey Zaslow",2008,eng,4.25,241869,https://images.gr-assets.com/books/1388075896m/2318271.jpg,Non-fiction
303,9781582701710,"The Secret (The Secret, #1)",Rhonda Byrne,2006,eng,3.62,241537,https://images.gr-assets.com/books/1482865039m/52529.jpg,Business & Self-help
341,9780140275360,The Iliad,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",-750,eng,3.83,241088,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
297,9780140285600,Cat's Cradle,Kurt Vonnegut Jr.,1963,eng,4.18,238940,https://images.gr-assets.com/books/1327867150m/135479.jpg,Fiction
353,9780743477550,Othello,William Shakespeare,1603,eng,3.88,238875,https://images.gr-assets.com/books/1459795105m/12996.jpg,Classics
377,9780061142020,Stardust,Neil Gaiman,1999,eng,4.07,237602,https://images.gr-assets.com/books/1459127484m/16793.jpg,Fantasy
369,9780439488400,"Stargirl (Stargirl, #1)",Jerry Spinelli,2000,eng,3.74,237560,https://images.gr-assets.com/books/1335947642m/22232.jpg,Young Adult
315,9780091883770,Who Moved My Cheese?,"Spencer Johnson, Kenneth H. Blanchard",1998,eng,3.74,237272,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Non-fiction
382,9780525421580,"Will Grayson, Will Grayson","John Green, David Levithan",2010,eng,3.84,236431,https://images.gr-assets.com/books/1368393890m/6567017.jpg,Young Adult
